words,amount_keywords,up_time,keywords_mean,keywords_max,keywords_min,rating_mean,rating_max,rating_min,contentWarning_mean,contentWarning_max,contentWarning_min,romanticCategory_mean,romanticCategory_max,romanticCategory_min,romanticCategory,rating,contentWarning
2417,24,172,-0.0012400862,0.009802843,-0.009658898,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,1.0,1.9967620011132508,1.956887864209901
227423,21,167,0.0008486518,0.0099971155,-0.009681305,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
9300,61,201,2.9976749e-05,0.009823255,-0.009996834,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
3877,59,100,0.00041054416,0.009877048,-0.009546758,-8.236845e-06,0.009922823,-0.009121787,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.0
12660,24,99,4.7520418e-05,0.008934252,-0.009709993,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
5077,35,96,0.00065169146,0.009934895,-0.009947313,-8.236845e-06,0.009922823,-0.009121787,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.5968491788439394
1138,17,95,-8.115221e-05,0.009654854,-0.009382299,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
7326,25,94,0.00027844208,0.00992683,-0.0097978525,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
7559,72,97,7.8253805e-05,0.009534278,-0.00997185,-8.236845e-06,0.009922823,-0.009121787,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.5968491788439394
1741,29,91,0.0009304114,0.009592243,-0.00978385,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
98580,18,194,-0.0005897921,0.0095024565,-0.009961694,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
2773,24,84,0.0009296455,0.0097191585,-0.009765289,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
22732,27,88,0.0005388328,0.009891843,-0.009851831,0.00068080006,0.00996485,-0.009883509,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.0
297,6,73,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
199884,78,84,0.0007955075,0.009834162,-0.009974668,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
166027,74,82,-0.0014261758,0.009803384,-0.009996495,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00068080006,0.00996485,-0.009883509,1.0,1.0,2.5968491788439394
25921,53,36,3.458076e-05,0.0099701155,-0.009589603,0.00015709833,0.009618826,-0.009603551,-0.00018733664,0.009979125,-0.009724812,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.0
27213,39,78,0.00012885587,0.009717144,-0.0098245,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
4367,29,70,-0.00013917954,0.009837139,-0.009702281,0.0006549831,0.009980517,-0.009774047,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,2.5968491788439394
297,6,73,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
3874,30,67,-0.00015402016,0.009413606,-0.009688858,0.0006549831,0.009980517,-0.009774047,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,2.5968491788439394
4599,47,71,9.83588e-05,0.009896717,-0.009839283,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
15887,39,64,-0.00013427589,0.009691861,-0.009955295,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
5220,22,64,-0.00020967,0.009985201,-0.009911508,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
36475,36,68,0.0009330394,0.00974965,-0.009716971,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
1422,45,64,9.2443785e-05,0.009966711,-0.009675842,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
4958,48,68,-0.00010609511,0.00984764,-0.009710539,-8.236845e-06,0.009922823,-0.009121787,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.5968491788439394
1203,60,71,0.0004225131,0.009899995,-0.0092791645,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
655,30,63,4.2276075e-05,0.00996108,-0.009243423,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
10204,3,71,-0.0006916215,0.009919894,-0.009825471,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
20152,92,71,-0.00024709295,0.008992008,-0.009828504,0.00068080006,0.00996485,-0.009883509,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.5968491788439394
3181,43,63,-0.00012161683,0.0098787965,-0.009969089,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
58402,42,70,0.00064822054,0.009966321,-0.009993738,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
2618,34,70,-0.0004667598,0.009711284,-0.009994563,-8.236845e-06,0.009922823,-0.009121787,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.5968491788439394
51079,39,70,-0.00029934457,0.009974671,-0.009731234,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
7758,57,62,0.00024819374,0.009889284,-0.009366509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
3142,23,60,0.0014419619,0.009868335,-0.009914308,-8.236845e-06,0.009922823,-0.009121787,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.5968491788439394
1937,9,59,-0.0009270891,0.0098570045,-0.009955861,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
28341,58,55,0.00035166624,0.009791178,-0.009900272,0.00015709833,0.009618826,-0.009603551,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.0
2423,117,65,0.000564493,0.009922165,-0.009982732,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
4051,25,57,0.00084396097,0.009703709,-0.009966981,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
26261,23,64,8.660087e-05,0.00986824,-0.009791477,0.00068080006,0.00996485,-0.009883509,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.0
21112,13,66,0.00086163986,0.009907288,-0.009926771,0.00015709833,0.009618826,-0.009603551,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.7320508075688772
9328,37,56,-0.00074730424,0.009830367,-0.0091844415,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
195,9,55,0.0008882899,0.009946665,-0.009585772,-8.236845e-06,0.009922823,-0.009121787,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.5968491788439394
4505,45,55,-0.000489601,0.008789046,-0.009754488,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,1.956887864209901
1616,43,62,-2.527011e-05,0.0099162925,-0.0097600445,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
7079,57,55,0.0002955769,0.009906489,-0.009907506,0.00015709833,0.009618826,-0.009603551,-0.00018733664,0.009979125,-0.009724812,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.0
542422,28,54,-0.00023502808,0.009438035,-0.009495757,0.00068080006,0.00996485,-0.009883509,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.0
2117,18,53,-0.0005849638,0.009895865,-0.00972157,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
28631,29,60,1.9502715e-05,0.009964764,-0.009852228,0.0006549831,0.009980517,-0.009774047,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,2.5968491788439394
3514,74,60,4.272391e-05,0.0099902125,-0.009837291,0.00015709833,0.009618826,-0.009603551,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.0
4762,32,192,8.27187e-05,0.009912594,-0.00997236,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
1752,43,52,0.00026185016,0.009962376,-0.009821689,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
11686,38,58,0.0007836752,0.009935153,-0.009120532,-8.236845e-06,0.009922823,-0.009121787,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.5968491788439394
4662,23,51,0.00015454523,0.009493458,-0.009889321,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,1.956887864209901
37730,64,51,-1.5269206e-05,0.009478115,-0.009999081,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
35216,34,57,0.00030241077,0.009915144,-0.0098126205,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,1.0,1.9967620011132508,1.956887864209901
1916,20,50,0.0010175069,0.009861362,-0.00945644,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
3346,30,50,5.907689e-05,0.009716417,-0.0099783195,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
7590,32,51,-0.0013973153,0.009240681,-0.009846908,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
34847,48,56,-0.00031105816,0.009984832,-0.0098388055,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
1091,86,49,2.197643e-05,0.009917485,-0.009846961,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
8165,108,55,-0.000601991,0.009712031,-0.009838734,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
7903,34,48,-6.184447e-05,0.0097929295,-0.009966189,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
297,6,73,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
644,26,49,-0.0010512538,0.0098076165,-0.009880109,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
28033,12,49,0.0006558472,0.009746661,-0.009927375,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
2937,6,56,7.914433e-05,0.009934182,-0.009768871,0.00068080006,0.00996485,-0.009883509,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.5968491788439394
4830,44,48,-0.00050578825,0.009912264,-0.009812113,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
207,9,49,4.3367403e-05,0.009958591,-0.009516079,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
8291,57,53,-0.00031451028,0.009807339,-0.009937363,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
15251,18,47,-0.00043316308,0.009869159,-0.009944325,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,1.956887864209901
4013,53,47,0.0004866883,0.009814545,-0.009871459,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
443,7,47,-0.00025007798,0.009857405,-0.009864199,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
4775,19,47,-0.00089303625,0.009396272,-0.00990757,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
40090,153,53,4.5945886e-05,0.009909647,-0.00964702,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
297,6,73,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
122,64,46,0.0003120796,0.00982992,-0.0099229375,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
5900,79,53,0.00039839622,0.008747927,-0.009917067,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
2117,25,47,0.0005428366,0.009636465,-0.00994157,-8.236845e-06,0.009922823,-0.009121787,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.5968491788439394
19193,53,52,0.00011243451,0.009935955,-0.0097671095,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
7461,72,45,-0.0004072655,0.009934467,-0.009757952,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
5042,31,46,-0.000109868866,0.009787457,-0.009982909,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
2389,97,45,0.000114504524,0.009914164,-0.009963501,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,1.956887864209901
5368,34,45,4.6516452e-05,0.009864429,-0.009928321,0.00068080006,0.00996485,-0.009883509,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.5968491788439394
9485,20,44,0.0005978543,0.0098917745,-0.009952171,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
4370,61,51,0.00040890064,0.009728787,-0.009688629,0.00015709833,0.009618826,-0.009603551,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.0
8661,36,44,-0.00023245375,0.009914772,-0.009981598,0.00068080006,0.00996485,-0.009883509,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.0
8816,18,44,-0.0009266221,0.009982215,-0.00963028,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
4718,38,44,0.00024983886,0.009770017,-0.009214241,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
1221,10,51,-0.0009530463,0.009886663,-0.009646681,0.00068080006,0.00996485,-0.009883509,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.5968491788439394
2747,6,45,-8.430334e-05,0.009628424,-0.009998079,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
6406,26,50,-0.0009232671,0.009445978,-0.009918785,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
1412,45,44,-0.00032038047,0.0099139,-0.0097564645,0.00068080006,0.00996485,-0.009883509,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.5968491788439394
1776,18,44,8.581788e-05,0.00993675,-0.009902483,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
9924,69,51,-0.00028207237,0.0099182995,-0.009897887,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
5649,121,44,0.000612991,0.009958059,-0.009903475,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
2126,39,44,0.00046409245,0.009805566,-0.009512531,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
12462,46,43,0.00082815194,0.009862422,-0.009976514,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
9164,48,43,-0.00038119312,0.009923819,-0.009713122,0.0006549831,0.009980517,-0.009774047,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.3828992025720797,2.5968491788439394
4731,42,43,-0.00032890638,0.009922828,-0.0098455455,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
7032,45,50,0.0006765,0.009927469,-0.0098923175,0.00068080006,0.00996485,-0.009883509,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.0
297,6,73,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
1704,20,43,-0.00056155137,0.009498542,-0.009408971,-8.236845e-06,0.009922823,-0.009121787,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.4142135623730951,2.5968491788439394
12957,35,43,0.0003023057,0.009890098,-0.009561276,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
2278,6,43,-0.0005287154,0.00941531,-0.00944871,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
79679,59,43,-0.0003994467,0.009935683,-0.009906637,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
46818,17,38,-0.00070956437,0.009643721,-0.009920709,0.00068080006,0.00996485,-0.009883509,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,2.5968491788439394
6642,42,43,-0.0005320848,0.009890754,-0.009855268,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
3010,27,42,0.00042169713,0.009995805,-0.009812782,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
4421,43,42,0.00034888147,0.009995822,-0.009397064,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
12242,49,49,0.0006549831,0.009980517,-0.009774047,0.00015709833,0.009618826,-0.009603551,0.0006549831,0.009980517,-0.009774047,0.00068080006,0.00996485,-0.009883509,1.0,1.0,1.7320508075688772
9522,121,41,-0.00011398897,0.009984603,-0.009917259,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
31918,24,47,-0.00018733664,0.009979125,-0.009724812,0.00015709833,0.009618826,-0.009603551,-8.236845e-06,0.009922823,-0.009121787,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.0
31718,34,41,-0.0006660555,0.009904971,-0.009603318,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
297,6,73,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.0,1.0,2.5968491788439394
9759,75,40,-0.00065137056,0.009674999,-0.009945057,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.0,1.956887864209901
21340,19,47,-0.000103544655,0.009748787,-0.009445715,0.00068080006,0.00996485,-0.009883509,0.00015709833,0.009618826,-0.009603551,0.00015709833,0.009618826,-0.009603551,0.0,1.9967620011132508,1.956887864209901
